gw,lc,ld,ang
FALSE,bfi,ltr,British Sign Language
FALSE,bfj,ltr,Bafanji
FALSE,bfk,ltr,Ban Khor Sign Language
FALSE,bfl,ltr,Banda-Ndélé
FALSE,bfm,ltr,Mmen
FALSE,bfn,ltr,Bunak
FALSE,bfo,ltr,"Birifor, Malba"
FALSE,bfp,ltr,Beba
FALSE,bfq,ltr,Badaga
FALSE,bfr,ltr,Bazigar
FALSE,bfs,ltr,"Bai, Southern"
FALSE,bfs-x-liuhebai,ltr,Liuhe Bai
FALSE,bft,ltr,Balti
FALSE,bfu,ltr,Gahri
FALSE,bfw,ltr,Bondo
FALSE,bfx,ltr,Bantayanon
FALSE,bfy,ltr,Bagheli
FALSE,bfz,ltr,"Pahari, Mahasu"
FALSE,bfz-x-baghlian,ltr,
FALSE,bg,ltr,Bulgarian
FALSE,bga,ltr,Gwamhi-Wuri
FALSE,bgb,ltr,Bobongko
FALSE,bgc,ltr,Haryanvi
FALSE,bgd,ltr,"Bareli, Rathwi"
FALSE,bgd-x-pawari,ltr,Pawari
FALSE,bge,ltr,Bauria
FALSE,bgf,ltr,Bangandu
FALSE,bgg,ltr,Bugun
FALSE,bgi,ltr,Giangan
FALSE,bgj,ltr,Bangolan
FALSE,bgk,ltr,Bit
FALSE,bgl,ltr,Bo
FALSE,bgm,ltr,Baga Mboteni
FALSE,bgn,ltr,"Balochi, Western"
FALSE,bgo,ltr,Baga Koga
FALSE,bgp,ltr,"Balochi, Eastern"
FALSE,bgq,ltr,Bagri
FALSE,bgr,ltr,"Chin, Bawm"
FALSE,bgr-x-panam,ltr,PaNam
FALSE,bgs,ltr,Tagabawa
FALSE,bgt,ltr,Bughotu
FALSE,bgu,ltr,Mbongno
FALSE,bgv,ltr,Warkay-Bipim
FALSE,bgw,ltr,Bhatri
FALSE,bgx,ltr,Balkan Gagauz Turkish
FALSE,bgy,ltr,Benggoi
FALSE,bgz,ltr,Banggai
FALSE,bha,ltr,Bharia
FALSE,bhb,ltr,Bhili
FALSE,bhc,ltr,Biga
FALSE,bhd,ltr,Bhadrawahi
FALSE,bhe,ltr,Bhaya
FALSE,bhf,ltr,Odiai
FALSE,bhg,ltr,Binandere
FALSE,bhg-x-begabari,ltr,Begabari
FALSE,bhg-x-tynsdawari,ltr,Tynadawari
FALSE,bhh,ltr,Bukharic
FALSE,bhi,ltr,Bhilali
FALSE,bhj,ltr,Bahing
FALSE,bhl,ltr,Bimin
FALSE,bhm,ltr,Bathari
FALSE,bhn,ltr,Bohtan Neo-Aramaic
FALSE,bho,ltr,Bhojpuri
FALSE,bho-x-thethi,ltr,
FALSE,bhp,ltr,Bima
FALSE,bhq,ltr,Tukang Besi South
FALSE,bhr,ltr,"Malagasy, Bara"
FALSE,bhs,ltr,Buwal
FALSE,bht,ltr,Bhattiyali
FALSE,bhu,ltr,Bhunjia
FALSE,bhv,ltr,Bahau
FALSE,bhw,ltr,Biak
FALSE,bhw-x-betew,ltr,Betew
FALSE,bhx,ltr,Bhalay
FALSE,bhy,ltr,Bhele
FALSE,bhy-x-bakombe,ltr,Bakombe
FALSE,bhy-x-bapakombe,ltr,Bapakombe
FALSE,bhz,ltr,Bada
TRUE,bi,ltr,Bislama
FALSE,bia,ltr,Badimaya
FALSE,bib,ltr,Bisa
FALSE,bic,ltr,Bikaru
FALSE,bid,ltr,Bidiyo
FALSE,bie,ltr,Bepour
FALSE,bif,ltr,Biafada
FALSE,big,ltr,Biangai
FALSE,bij,ltr,Vaghat-Ya-Bijim-Legeri
FALSE,bik,ltr,Bikol
FALSE,bil,ltr,Bille
FALSE,bim,ltr,Bimoba
FALSE,bin,ltr,Edo
FALSE,bio,ltr,Nai
FALSE,bip,ltr,Bila
FALSE,biq,ltr,Bipi
FALSE,bir,ltr,Bisorio
FALSE,bit,ltr,Berinomo
FALSE,biu,ltr,Biete
FALSE,biv,ltr,"Birifor, Southern"
FALSE,biw,ltr,Kol
FALSE,bix,ltr,Bijori
FALSE,biy,ltr,Birhor
FALSE,biz,ltr,Baloi
FALSE,bja,ltr,Budza
FALSE,bjc,ltr,Bariji
FALSE,bje,ltr,Biao-Jiao Mien
FALSE,bjf,ltr,Barzani Jewish Neo-Aramaic
FALSE,bjg,ltr,Bidyogo
FALSE,bjh,ltr,Bahinemo
FALSE,bji,ltr,Burji
FALSE,bjj,ltr,Kanauji
FALSE,bjk,ltr,Barok
FALSE,bjk-x-husen,ltr,Husen
FALSE,bjk-x-nebo,ltr,Nebo
FALSE,bjl,ltr,Bulu
FALSE,bjm,ltr,Bajelani
FALSE,bjn,ltr,Banjar
FALSE,bjn-x-dayakbanjar,ltr,
FALSE,bjn-x-hulu,ltr,
FALSE,bjn-x-pulautelo,ltr,Dayak Pulau Telo
FALSE,bjn-x-seidusun,ltr,Dayak Sei Dusun
FALSE,bjo,ltr,"Banda, Mid-Southern"
FALSE,bjp,ltr,Fanamaket
FALSE,bjr,ltr,Binumarien
FALSE,bjs,ltr,Bajan
FALSE,bjt,ltr,Balanta-Ganja
FALSE,bju,ltr,Busuu
FALSE,bjv,ltr,Bedjond
FALSE,bjw,ltr,Bakwé
FALSE,bjx,ltr,"Itneg, Banao"
FALSE,bjx-x-curaju,ltr,Curaju
FALSE,bjx-x-gubang,ltr,Gubang
FALSE,bjz,ltr,Baruga
FALSE,bjz-x-mado,ltr,Mado
FALSE,bka,ltr,Kyak
FALSE,bkc,ltr,Baka
FALSE,bkd,ltr,Binukid
FALSE,bkd-x-talaandig,ltr,
FALSE,bkf,ltr,Beeke
FALSE,bkg,ltr,Buraka
FALSE,bkh,ltr,Bakoko
FALSE,bki,ltr,Baki
FALSE,bkj,ltr,Pande
FALSE,bkk,ltr,Brokskat
FALSE,bkl,ltr,Berik
FALSE,bkm,ltr,Kom
FALSE,bkn,ltr,Bukitan
FALSE,bkn-x-punanblusu,ltr,
FALSE,bko,ltr,Kwa’
FALSE,bkp,ltr,Boko
FALSE,bkq,ltr,Bakairí
FALSE,bkr,ltr,Bakumpai
FALSE,bkr-x-kalahien,ltr,Dusun Kalahien
FALSE,bkr-x-pajuepat,ltr,Paju Epat
FALSE,bks,ltr,"Sorsoganon, Northern"
FALSE,bkt,ltr,Boloki
FALSE,bku,ltr,Buhid
FALSE,bkv,ltr,Bekwarra
FALSE,bkw,ltr,Bekwel
FALSE,bkx,ltr,Baikeno
FALSE,bky,ltr,Bokyi
FALSE,bkz,ltr,Bungku
FALSE,bla,ltr,Blackfoot
FALSE,blb,ltr,Bilua
FALSE,blc,ltr,Bella Coola
FALSE,bld,ltr,Bolango
FALSE,ble,ltr,Balanta-Kentohe
FALSE,ble-x-balantanaga,ltr,
FALSE,blf,ltr,Buol
FALSE,blg,ltr,Balau
FALSE,blh,ltr,Kuwaa
FALSE,bli,ltr,Bolia
FALSE,blj,ltr,Bolongan
FALSE,blk,ltr,Pa’o
FALSE,bll,ltr,Biloxi
FALSE,blm,ltr,Beli
FALSE,bln,ltr,"Bikol, Southern Catanduanes"
FALSE,blo,ltr,Anii
FALSE,blp,ltr,Blablanga
FALSE,blq,ltr,Baluan-Pam
FALSE,blr,ltr,Blang
FALSE,bls,ltr,Balaesang
FALSE,blt,ltr,Tai Dam
FALSE,blv,ltr,Bolo
FALSE,blw,ltr,Balangao
FALSE,blx,ltr,"Ayta, Mag-Indi"
FALSE,bly,ltr,Notre
FALSE,blz,ltr,Balantak
FALSE,bm,ltr,Bambara
FALSE,bma,ltr,Lame
FALSE,bmb,ltr,Bembe
FALSE,bmb-x-kilungwe,ltr,Kilungwe
FALSE,bmb-x-kirhuma,ltr,Kirhuma
FALSE,bmb-x-kivuluga,ltr,Kivuluga
FALSE,bmc,ltr,Biem
FALSE,bmd,ltr,Baga Manduri
FALSE,bme,ltr,Limassa
FALSE,bmf,ltr,Bom
FALSE,bmg,ltr,Bamwe
FALSE,bmh,ltr,Kein
FALSE,bmh-x-jaru,ltr,Jaru
FALSE,bmi,ltr,Bagirmi
FALSE,bmj,ltr,Bote
FALSE,bmk,ltr,Ghayavi
FALSE,bml,ltr,Bomboli
FALSE,bmm,ltr,"Malagasy, Northern Betsimisaraka"
FALSE,bmm-x-middlebetsi,ltr,
FALSE,bmo,ltr,Bambalang
FALSE,bmp,ltr,Bulgebi
FALSE,bmq,ltr,Bomu
FALSE,bmr,ltr,Muinane
FALSE,bms,ltr,"Kanuri, Bilma"
FALSE,bmt,ltr,Biao Mon
FALSE,bmu,ltr,Somba-Siawari
FALSE,bmv,ltr,Bum
FALSE,bmw,ltr,Bomwali
FALSE,bmx,ltr,Baimak
FALSE,bmz,ltr,Baramu
TRUE,bn,ltr,"Bengali, Bangla"
FALSE,bna,ltr,Bonerate
FALSE,bnb,ltr,Bookan
FALSE,bnb-x-murutangar,ltr,Murut Tangara
FALSE,bnc,ltr,Bontok
FALSE,bnd,ltr,Banda
FALSE,bne,ltr,Bintauna
FALSE,bnf,ltr,Masiwang
FALSE,bng,ltr,Benga
FALSE,bni,ltr,Bobangi
FALSE,bnj,ltr,"Tawbuid, Eastern"
FALSE,bnk,ltr,Bierebo
FALSE,bnl,ltr,Boon
FALSE,bnm,ltr,Batanga
FALSE,bnn,ltr,Bunun
FALSE,bno,ltr,Bantoanon
FALSE,bnp,ltr,Bola
FALSE,bnp-x-garua,ltr,Garua
FALSE,bnp-x-tamalama,ltr,Tamalama
FALSE,bnq,ltr,Bantik
FALSE,bnr,ltr,Butmas-Tur
FALSE,bns,ltr,Bundeli
FALSE,bnu,ltr,Bentong
FALSE,bnv,ltr,Beneraf
FALSE,bnw,ltr,Bisis
FALSE,bnx,ltr,Bangubangu
FALSE,bnx-x-kasenga,ltr,Kasenga
FALSE,bnx-x-mikebwe,ltr,Mikebwe
FALSE,bnx-x-nkuvu,ltr,Nkuvu
FALSE,bnx-x-nonda,ltr,Nonda
FALSE,bny,ltr,Bintulu
FALSE,bnz,ltr,Beezen
FALSE,bo,ltr,"Tibetan Standard, Tibetan, Central"
FALSE,boa,ltr,Bora
FALSE,bob,ltr,Aweer
FALSE,boe,ltr,Mundabli
FALSE,bof,ltr,Bolon
FALSE,bog,ltr,Bamako Sign Language
FALSE,boh,ltr,Boma
FALSE,boi,ltr,Barbareño
FALSE,boj,ltr,Anjam
FALSE,bok,ltr,Bonjo
FALSE,bol,ltr,Bole
FALSE,bom,ltr,Berom
FALSE,bon,ltr,Bine
FALSE,boo,ltr,"Bozo, Tiemacèwè"
FALSE,bop,ltr,Bonkiman
FALSE,boq,ltr,Bogaya
FALSE,bor,ltr,Borôro
FALSE,bot,ltr,Bongo
FALSE,bou,ltr,Bondei
FALSE,bov,ltr,Tuwuli
FALSE,bow,ltr,Rema
FALSE,box,ltr,Buamu
FALSE,box-x-dedougou,ltr,
FALSE,boy,ltr,Bodo
FALSE,boz,ltr,"Bozo, Tieyaxo"
FALSE,bpa,ltr,Daakaka
FALSE,bpd,ltr,Banda-Banda
FALSE,bpg,ltr,Bonggo
FALSE,bph,ltr,Botlikh
FALSE,bpi,ltr,Bagupi
FALSE,bpj,ltr,Binji
FALSE,bpk,ltr,Orowe
FALSE,bpl,ltr,Broome Pearling Lugger Pidgin
FALSE,bpm,ltr,Biyom
FALSE,bpn,ltr,Dzao Min
FALSE,bpo,ltr,Anasi
FALSE,bpp,ltr,Kaure
FALSE,bpq,ltr,"Malay, Banda"
FALSE,bpr,ltr,"Blaan, Koronadal"
FALSE,bps,ltr,"Blaan, Sarangani"
FALSE,bps-x-blaanfungo,ltr,B'laan Fungol
FALSE,bpu,ltr,Bongu
FALSE,bpu-x-boimbi,ltr,Boimbi
FALSE,bpv,ltr,"Marind, Bian"
FALSE,bpw,ltr,Bo
FALSE,bpx,ltr,"Bareli, Palya"
FALSE,bpy,ltr,Bishnupriya
FALSE,bpz,ltr,Bilba
FALSE,bpz-x-diu,ltr,Diu
FALSE,bqa,ltr,Tchumbuli
FALSE,bqb,ltr,Bagusa
FALSE,bqc,ltr,Boko
FALSE,bqd,ltr,Bung
FALSE,bqg,ltr,Bago-Kusuntu
FALSE,bqh,ltr,Baima
FALSE,bqi,rtl,Bakhtiâri
FALSE,bqi-x-bakhturk,ltr,Turkish Bakhtiari
FALSE,bqj,ltr,Bandial
FALSE,bqk,ltr,Banda-Mbrès
FALSE,bql,ltr,Bilakura
FALSE,bqm,ltr,Wumboko
FALSE,bqn,ltr,Bulgarian Sign Language
FALSE,bqo,ltr,Balo
FALSE,bqp,ltr,Busa
FALSE,bqq,ltr,Biritai
FALSE,bqr,ltr,Burusu
FALSE,bqs,ltr,Bosmun
FALSE,bqt,ltr,Bamukumbit
FALSE,bqu,ltr,Boguru
FALSE,bqv,ltr,Koro Wachi
FALSE,bqw,ltr,Buru
FALSE,bqx,ltr,Baangi
FALSE,bqy,ltr,Bengkala Sign Language
FALSE,bqz,ltr,Bakaka
FALSE,br,ltr,Breton
FALSE,bra,ltr,Braj Bhasha
FALSE,brb,ltr,Lave
FALSE,brd,ltr,Baram
FALSE,brf,ltr,Bera
FALSE,brg,ltr,Baure
FALSE,brh,ltr,Brahui
FALSE,bri,ltr,Mokpwe
FALSE,bri-x-bakweri,ltr,
FALSE,brj,ltr,Bieria
FALSE,brl,ltr,Birwa
FALSE,brm,ltr,Barambu
FALSE,brn,ltr,Boruca
FALSE,bro,ltr,Brokkat
FALSE,brp,ltr,Barapasi
FALSE,brq,ltr,Breri
FALSE,brr,ltr,Birao
FALSE,brs,ltr,Baras
FALSE,brt,ltr,Bitare
FALSE,bru,ltr,"Bru, Eastern"
FALSE,brv,ltr,"Bru, Western"
FALSE,brw,ltr,Bellari
FALSE,brx,ltr,Bodo
FALSE,bry,ltr,Burui
FALSE,brz,ltr,Bilbil
FALSE,bs,ltr,Bosnian
FALSE,bsa,ltr,Abinomn
FALSE,bsb,ltr,"Bisaya, Brunei"
FALSE,bsc,ltr,Oniyan
FALSE,bse,ltr,Wushi
FALSE,bsf,ltr,Bauchi
FALSE,bsg,ltr,Bashkardi
FALSE,bsh,ltr,Kati
FALSE,bsi,ltr,Bassossi
FALSE,bsj,ltr,Bangwinji
FALSE,bsk,ltr,Burushaski
FALSE,bsm,ltr,Busami
FALSE,bsn,ltr,Barasana-Eduria
FALSE,bso,ltr,Buso
FALSE,bsp,ltr,Baga Sitemu
FALSE,bsq,ltr,Bassa
FALSE,bsr,ltr,Bassa-Kontagora
FALSE,bss,ltr,Akoose
FALSE,bst,ltr,Basketo
FALSE,bsu,ltr,Bahonsuai
FALSE,bsw,ltr,Baiso
FALSE,bsx,ltr,Yangkam
FALSE,bsy,ltr,"Bisaya, Sabah"
FALSE,bta,ltr,Bata
FALSE,btc,ltr,Bati
FALSE,btd,ltr,Batak Dairi
FALSE,btd-x-boang,ltr,
FALSE,btd-x-pakpak,ltr,Kelasan
FALSE,bte,ltr,Gamo-Ningi
FALSE,btf,ltr,Birgit
FALSE,btg,ltr,"Bété, Gagnoa"
FALSE,bth,ltr,"Bidayuh, Biatah"
FALSE,bth-x-bidayuhpunten,ltr,Dayak Bidayuh Punten
FALSE,bti,ltr,Burate
FALSE,btj,ltr,"Malay, Bacanese"
FALSE,btl,ltr,Bhatola
FALSE,btm,ltr,Batak Mandailing
FALSE,btn,ltr,Ratagnon
FALSE,bto,ltr,"Bikol, Rinconada"
FALSE,btp,ltr,Budibud
FALSE,btq,ltr,Batek
FALSE,btr,ltr,Baetora
FALSE,bts,ltr,Batak Simalungun
FALSE,bts-x-riangkamie,ltr,Timur Riangkamie
FALSE,btt,ltr,Bete-Bendi
FALSE,btu,ltr,Batu
FALSE,btv,ltr,Bateri
FALSE,btw,ltr,Butuanon
FALSE,btx,ltr,Batak Karo
FALSE,bty,ltr,Bobot
FALSE,btz,ltr,Batak Alas-Kluet
FALSE,btz-x-kluet,ltr,Kluet
FALSE,bua,ltr,Buriat
FALSE,bub,ltr,Bua
FALSE,buc,ltr,Bushi
FALSE,bud,ltr,Ntcham
FALSE,bue,ltr,Beothuk
FALSE,buf,ltr,Bushoong
FALSE,bug,ltr,Bugis
FALSE,bug-x-bugisbaruh,ltr,Bugis Barruh
FALSE,bug-x-bugisboneh,ltr,Bugis Boneh
FALSE,bug-x-bugispinra,ltr,Bugis Pinran
FALSE,bug-x-bugisrapan,ltr,Bugis Rapan
FALSE,bug-x-bugissinja,ltr,Bugissinja
FALSE,bug-x-bugsitdrap,ltr,Bugis Sitdrap
FALSE,bug-x-bulukumba,ltr,Bugis Bulukumba
FALSE,bug-x-endrekan,ltr,Bugis Endrekan
FALSE,bug-x-mandar,ltr,Bugis Mandar
FALSE,buh,ltr,"Bunu, Younuo"
FALSE,bui,ltr,Bongili
FALSE,buj,ltr,Basa-Gurmana
FALSE,buk,ltr,Bugawac
FALSE,bum,ltr,Bulu
FALSE,bun,ltr,Sherbro
FALSE,buo,ltr,Terei
FALSE,bup,ltr,Busoa
FALSE,buq,ltr,Brem
FALSE,bus,ltr,Bokobaru
FALSE,but,ltr,Bungain
FALSE,buu,ltr,Budu
FALSE,buv,ltr,Bun
FALSE,buw,ltr,Bubi
FALSE,bux,ltr,Boghom
FALSE,buy,ltr,Bullom So
FALSE,buz,ltr,Bukwen
FALSE,bva,ltr,Barein
FALSE,bvb,ltr,Bube
FALSE,bvc,ltr,Baelelea
FALSE,bvd,ltr,Baeggu
FALSE,bve,ltr,"Malay, Berau"
FALSE,bvf,ltr,Boor
FALSE,bvg,ltr,Bonkeng
FALSE,bvh,ltr,Bure
FALSE,bvi,ltr,Belanda Viri
FALSE,bvj,ltr,Baan
FALSE,bvk,ltr,Bukat
FALSE,bvl,ltr,Bolivian Sign Language
FALSE,bvm,ltr,Bamunka
FALSE,bvn,ltr,Buna
FALSE,bvo,ltr,Bolgo
FALSE,bvp,ltr,Bumang
FALSE,bvq,ltr,Birri
FALSE,bvr,ltr,Burarra
FALSE,bvt,ltr,Bati
FALSE,bvu,ltr,"Malay, Bukit"
FALSE,bvw,ltr,Boga
FALSE,bvx,ltr,Dibole
FALSE,bvy,ltr,Baybayanon
FALSE,bvz,ltr,Bauzi
FALSE,bwa,ltr,Bwatoo
FALSE,bwb,ltr,Namosi-Naitasiri-Serua
FALSE,bwc,ltr,Bwile
FALSE,bwd,ltr,Bwaidoka
FALSE,bwe,ltr,"Karen, Bwe"
FALSE,bwf,ltr,Boselewa
FALSE,bwg,ltr,Barwe
FALSE,bwi,ltr,Baniwa
FALSE,bwj,ltr,"Bwamu, Láá Láá"
FALSE,bwk,ltr,Bauwaki
FALSE,bwl,ltr,Bwela
FALSE,bwm,ltr,Biwat
FALSE,bwn,ltr,"Bunu, Wunai"
FALSE,bwo,ltr,Borna
FALSE,bwp,ltr,Mandobo Bawah
FALSE,bwq,ltr,"Bobo Madaré, Southern"
FALSE,bwr,ltr,Bura-Pabir
FALSE,bws,ltr,Bomboma
FALSE,bwt,ltr,Bafaw-Balong
FALSE,bwu,ltr,Buli
FALSE,bww,ltr,Bwa
FALSE,bwx,ltr,"Bunu, Bu-Nao"
FALSE,bwy,ltr,"Bwamu, Cwi"
FALSE,bwz,ltr,Bwisi
FALSE,bxa,ltr,Tairaha
FALSE,bxb,ltr,Belanda Bor
FALSE,bxc,ltr,Molengue
FALSE,bxd,ltr,Pela
FALSE,bxe,ltr,Ongota
FALSE,bxf,ltr,Minigir
FALSE,bxg,ltr,Bangala
FALSE,bxh,ltr,Buhutu
FALSE,bxj,ltr,Bayungu
FALSE,bxk,ltr,Lubukusu
FALSE,bxl,ltr,Jalkunan
FALSE,bxm,ltr,"Buriat, Mongolia"
FALSE,bxn,ltr,Burduna
FALSE,bxo,ltr,Barikanchi
FALSE,bxp,ltr,Bebil
FALSE,bxq,ltr,Beele
FALSE,bxr,ltr,"Buriat, Russia"
FALSE,bxs,ltr,Busam
FALSE,bxu,ltr,"Buriat, China"
FALSE,bxw,ltr,Bankagooma
FALSE,bxz,ltr,Binahari
FALSE,bya,ltr,Batak
FALSE,byc,ltr,Ubaghara
FALSE,byd,ltr,Benyadu’
FALSE,byd-x-dayakdait,ltr,
FALSE,byd-x-dayakpantu,ltr,
FALSE,byd-x-kerabat,ltr,
FALSE,bye,ltr,Pouye
FALSE,byf,ltr,Bete
FALSE,byg,ltr,Baygo
FALSE,byh,ltr,Bhujel
FALSE,byi,ltr,Buyu
FALSE,byj,ltr,Bina
FALSE,byk,ltr,Biao
FALSE,byl,ltr,Bayono
FALSE,byn,ltr,Bilen
FALSE,byo,ltr,Biyo
FALSE,byp,ltr,Bumaji
FALSE,byr,ltr,Yipma
FALSE,bys,ltr,Burak
FALSE,byv,ltr,Medumba
FALSE,byv-x-hohsieuh,ltr,Hoh Sieuh
FALSE,byv-x-mambelema,ltr,Mambelema
FALSE,byw,ltr,Belhariya
FALSE,byx,ltr,Qaqet
FALSE,byz,ltr,Banaro
FALSE,byz-x-iwarame,ltr,Iwarame
FALSE,byz-x-musiamunat,ltr,Musiamunat
FALSE,byz-x-yawera,ltr,Yawera
FALSE,bza,ltr,Bandi
FALSE,bzb,ltr,Andio
FALSE,bzc,ltr,"Malagasy, Southern Betsimisaraka"
FALSE,bzc-x-antemoro,ltr,
FALSE,bzd,ltr,Bribri
FALSE,bze,ltr,"Bozo, Jenaama"
FALSE,bzf,ltr,Boikin
FALSE,bzf-x-duo,ltr,
FALSE,bzg,ltr,Babuza
FALSE,bzh,ltr,"Buang, Mapos"
FALSE,bzi,ltr,Bisu
FALSE,bzj,ltr,Belize Kriol English
FALSE,bzk,ltr,Nicaragua Creole English
FALSE,bzl,ltr,Boano
FALSE,bzm,ltr,Bolondo
FALSE,bzn,ltr,Boano
FALSE,bzo,ltr,Bozaba
FALSE,bzp,ltr,Kemberano
FALSE,bzq,ltr,Buli
FALSE,bzr,ltr,Biri
FALSE,bzs,ltr,Brazilian Sign Language
FALSE,bzt,ltr,
FALSE,bzu,ltr,Burmeso
FALSE,bzv,ltr,Naami
FALSE,bzw,ltr,Basa
FALSE,bzx,ltr,"Bozo, Kelengaxo"
FALSE,bzy,ltr,Obanliku
FALSE,bzz,ltr,Evant
FALSE,ca,ltr,Catalan
FALSE,caa,ltr,Ch’orti’
FALSE,cab,ltr,Garifuna
FALSE,cac,ltr,Chuj
FALSE,cad,ltr,Caddo
FALSE,cae,ltr,Laalaa
FALSE,caf,ltr,"Carrier, Southern"
FALSE,cag,ltr,Nivaclé
FALSE,caj,ltr,
FALSE,cak,ltr,Kaqchikel
FALSE,cal,ltr,Carolinian
FALSE,cam,ltr,Cemuhî
FALSE,can,ltr,Chambri
FALSE,cao,ltr,Chácobo
FALSE,cap,ltr,Chipaya
FALSE,caq,ltr,"Nicobarese, Car"
FALSE,car,ltr,Carib
FALSE,cas,ltr,Tsimané
FALSE,cav,ltr,Cavineña
FALSE,caw,ltr,Callawalla
FALSE,cax,ltr,Chiquitano
FALSE,cay,ltr,Cayuga
FALSE,caz,ltr,Canichana
FALSE,cbb,ltr,Cabiyarí
FALSE,cbc,ltr,Carapana
FALSE,cbd,ltr,Carijona
FALSE,cbg,ltr,Chimila
FALSE,cbi,ltr,Chachi
FALSE,cbj,ltr,Ede Cabe
FALSE,cbk,ltr,Chavacano
FALSE,cbl,ltr,"Chin, Bualkhaw"
FALSE,cbn,ltr,Nyahkur
FALSE,cbo,ltr,Izora
FALSE,cbq,ltr,Tsucuba
FALSE,cbr,ltr,Cashibo-Cacataibo
FALSE,cbs,ltr,Kashinawa
FALSE,cbt,ltr,Chayahuita
FALSE,cbu,ltr,Candoshi-Shapra
FALSE,cbv,ltr,Cacua
FALSE,cbw,ltr,Kinabalian
FALSE,cby,ltr,Carabayo
FALSE,ccc,ltr,Chamicuro
FALSE,ccd,ltr,Cafundo Creole
FALSE,cce,ltr,Chopi
FALSE,ccg,ltr,Samba Daka
FALSE,cch,ltr,Atsam
FALSE,ccj,ltr,Kasanga
FALSE,ccl,ltr,Cutchi-Swahili
FALSE,ccm,ltr,Malaccan Creole Malay
FALSE,cco,ltr,"Chinantec, Comaltepec"
FALSE,ccp,ltr,Chakma
FALSE,cda,ltr,Choni
FALSE,cde,ltr,Chenchu
FALSE,cdf,ltr,Chiru
FALSE,cdg,ltr,Chamari
FALSE,cdh,ltr,Chambeali
FALSE,cdi,ltr,Chodri
FALSE,cdj,ltr,Churahi
FALSE,cdm,ltr,Chepang
FALSE,cdn,ltr,Chaudangsi
FALSE,cdo,ltr,"Chinese, Min Dong"
FALSE,cdr,ltr,Kamuku
FALSE,cds,ltr,Chadian Sign Language
FALSE,cdy,ltr,Chadong
FALSE,cdz,ltr,Koda
FALSE,ce,ltr,Chechen
FALSE,cea,ltr,"Chehalis, Lower"
TRUE,ceb,ltr,Cebuano
FALSE,ceb-x-boholano,ltr,Boholano
FALSE,ceb-x-siquijodnon,ltr,
FALSE,ceg,ltr,Chamacoco
FALSE,cek,ltr,"Chin, Eastern Khumi"
FALSE,cek-x-asangkhawngso,ltr,
FALSE,cek-x-taaw,ltr,
FALSE,cen,ltr,Cen
FALSE,cet,ltr,Centúúm
FALSE,cfa,ltr,Dikaka
FALSE,cfa-x-dijim,ltr,
FALSE,cfd,ltr,Cara
FALSE,cfg,ltr,Como Karim
FALSE,cfm,ltr,"Chin, Falam"
FALSE,cfm-x-chorei,ltr,
FALSE,cfm-x-kaipeng,ltr,
FALSE,cfm-x-molsom,ltr,
FALSE,cfm-x-tapong,ltr,
FALSE,cga,ltr,Changriwa
FALSE,cgc,ltr,Kagayanen
FALSE,cgg,ltr,Chiga
FALSE,cgg-x-rutwa,ltr,Rutwa
FALSE,cgk,ltr,Chocangacakha
FALSE,ch,ltr,Chamorro
FALSE,chb,ltr,Chibcha
FALSE,chc,ltr,Catawba
FALSE,chd,ltr,"Chontal, Highland Oaxaca"
FALSE,chf,ltr,"Chontal, Tabasco"
FALSE,chh,ltr,Chinook
FALSE,chj,ltr,"Chinantec, Ojitlán"
FALSE,chk,ltr,Chuukese
FALSE,chl,ltr,Cahuilla
FALSE,chm,ltr,Mari
FALSE,chn,ltr,Chinook Wawa
FALSE,cho,ltr,Choctaw
FALSE,chp,ltr,Dene
FALSE,chq,ltr,"Chinantec, Quiotepec"
FALSE,chr,ltr,Cherokee
FALSE,chw,ltr,Chuwabu
FALSE,chx,ltr,Chantyal
FALSE,chy,ltr,Cheyenne
FALSE,chz,ltr,"Chinantec, Ozumacín"
FALSE,cia,ltr,Cia-Cia
FALSE,cib,ltr,"Gbe, Ci"
FALSE,cic,ltr,Chickasaw
FALSE,cie,ltr,Cineni
FALSE,cih,ltr,Chinali
FALSE,cik,ltr,"Kinnauri, Chitkuli"
FALSE,cim,ltr,Cimbrian
FALSE,cin,ltr,Cinta Larga
FALSE,cip,ltr,Chiapanec
FALSE,cir,ltr,Tîrî
FALSE,ciw,ltr,Chippewa
FALSE,ciy,ltr,Chaima
FALSE,cja,ltr,"Cham, Western"
FALSE,cje,ltr,Chru
FALSE,cjh,ltr,"Chehalis, Upper"
FALSE,cji,ltr,Chamalal
FALSE,cjk,ltr,Cokwe
FALSE,cjk-ZM-chokwe,ltr,Chokwe
FALSE,cjm,ltr,"Cham, Eastern"
FALSE,cjn,ltr,Chenapian
FALSE,cjo,ltr,Ashéninka Pajonal
FALSE,cjp,ltr,Cabécar
FALSE,cjs,ltr,Shor
FALSE,cjv,ltr,Chuave
FALSE,cjy,ltr,"Chinese, Jinyu"
FALSE,ckb,rtl,"Kurdish, Central"
FALSE,ckh,ltr,Chak
FALSE,ckl,ltr,Kibaku
FALSE,ckn,ltr,"Chin, Kaang"
FALSE,cko,ltr,Anufo
FALSE,ckq,ltr,Kajakse
FALSE,ckr,ltr,Kairak
FALSE,cks,ltr,Tayo
FALSE,ckt,ltr,Chukchi
FALSE,cku,ltr,Koasati
FALSE,ckv,ltr,Kavalan
